product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
whole_life,quarterly,ach,independent,pref_plus,1,1,0,0.3928443814875412,69,0.6647174002676033,0,0,11,8,67222,1
term_20,monthly,ach,independent,substandard,0,1,0,0.47557441430309144,57,0.5304447600682461,0,0,1,2,362054,1
ul,monthly,credit_card,captive,substandard,0,1,0,0.6528436859385691,24,0.3175267516453225,0,0,22,3,142686,0
term_20,monthly,ach,online,standard,1,1,1,0.7471547926372948,37,0.5851520125772496,0,0,20,3,311534,1
term_10,monthly,credit_card,independent,preferred,0,1,1,0.5085402717771602,49,0.5897768157819199,0,0,13,0,10000,0
term_10,monthly,credit_card,independent,substandard,0,1,0,0.6671299805194604,23,0.37437134065916605,0,0,18,5,255255,0
whole_life,monthly,ach,independent,standard,0,0,1,0.4145711010769128,20,0.24718706079621577,0,0,11,0,325810,0
term_10,monthly,ach,captive,substandard,1,1,1,0.137368206922666,37,0.6508705823529818,0,0,7,8,182693,0
term_20,annual,ach,captive,pref_plus,0,1,0,0.2141355069457073,64,0.5494842868965198,1,79,1,3,252870,0
iul,monthly,check,captive,preferred,1,1,0,0.41085821855957405,50,0.5612674499528375,0,0,16,4,324108,1
term_10,monthly,ach,independent,standard,0,1,1,0.6091188195106181,46,0.7342497879535483,0,0,5,5,308744,1
term_10,annual,credit_card,independent,substandard,0,0,0,0.4114257627736323,47,0.2510372875935614,0,0,27,1,125230,0
iul,monthly,ach,captive,preferred,0,1,1,0.6871759914921622,47,0.6108544845683619,1,47,5,8,329912,0
term_20,monthly,credit_card,online,preferred,1,1,1,0.8163296413452998,62,0.7192640409305878,0,0,18,0,386693,1
term_10,monthly,ach,captive,standard,0,0,1,0.272345041212174,35,0.5671234160542376,1,46,19,0,347205,1
ul,monthly,ach,independent,substandard,1,1,0,0.8749721442867011,33,0.34509286682029294,0,0,3,3,151568,1
ul,quarterly,credit_card,captive,standard,1,1,1,0.12305115604347927,34,0.4810505695731117,0,0,9,0,163157,1
term_20,semiannual,credit_card,captive,substandard,1,1,0,0.8197668720252655,48,0.518736378280195,0,0,10,0,256088,1
whole_life,quarterly,ach,captive,standard,0,1,0,0.44329516130705077,33,0.31578385434839695,1,91,32,4,296840,0
term_20,quarterly,ach,independent,standard,1,1,0,0.40343124128289465,68,0.6668473650756699,1,116,10,5,319673,0
term_10,monthly,check,independent,preferred,1,1,1,0.44839613594373,54,0.6005765808929427,0,0,5,2,186648,1
term_20,monthly,ach,captive,pref_plus,0,1,0,0.2900061030702369,35,0.48427251339877964,1,9,14,0,244049,0
term_20,monthly,ach,captive,standard,0,1,0,0.7503111000282902,33,0.7773943054691499,0,0,5,1,184542,0
whole_life,semiannual,ach,independent,standard,1,1,0,0.31159925987425613,41,0.5060428612496376,0,0,11,0,169461,0
ul,quarterly,ach,captive,preferred,0,0,1,0.33709770092723446,62,0.8663828469728422,1,56,9,2,282509,1
term_10,semiannual,credit_card,independent,preferred,1,1,0,0.17414977239633816,69,0.5515928802368485,0,0,15,0,244126,1
term_20,monthly,credit_card,captive,standard,0,0,1,0.3038673088526357,46,0.4281825271144646,1,41,8,0,286435,1
term_10,semiannual,ach,independent,standard,1,1,0,0.3099509959149974,27,0.4336163848396566,0,0,7,0,204264,0
ul,monthly,credit_card,independent,preferred,0,0,1,0.2965273820022543,22,0.6163945625467574,0,0,18,0,303573,1
term_20,monthly,ach,captive,substandard,1,1,0,0.41485896042551473,48,0.40731264430123293,0,0,13,7,159797,1
whole_life,monthly,credit_card,independent,preferred,1,1,0,0.2270499477230218,51,0.625992175050289,1,114,12,5,213566,0
term_20,quarterly,ach,captive,pref_plus,1,1,0,0.7689039379879377,38,0.5279064988918198,1,55,0,0,161462,0
term_20,quarterly,ach,online,preferred,1,1,0,0.41943987228992313,64,0.5237788291821619,1,25,15,5,272761,0
whole_life,monthly,credit_card,independent,preferred,1,1,0,0.5248068363438971,22,0.5925065185264822,1,54,9,3,394999,0
whole_life,monthly,ach,captive,pref_plus,1,1,0,0.6223582506179628,35,0.7808430951584984,1,110,13,0,279492,1
term_20,annual,ach,independent,standard,1,1,0,0.8549874942796771,58,0.5022610813192779,0,0,0,0,241863,1
ul,monthly,ach,captive,standard,0,1,0,0.6319765934869628,32,0.6331432412786548,1,3,13,2,234202,1
iul,monthly,credit_card,independent,preferred,0,0,0,0.40043380419579483,29,0.6799738517625877,0,0,13,5,203598,1
term_20,quarterly,ach,online,standard,0,1,1,0.23545266314771066,56,0.3822281615845482,0,0,10,5,338413,1
term_20,semiannual,credit_card,independent,substandard,1,1,1,0.5176189273269244,64,0.6940971840851874,1,9,6,0,282954,0
term_10,quarterly,credit_card,captive,preferred,0,0,0,0.6624593226078119,29,0.7467683818031216,0,0,18,4,116117,1
ul,quarterly,credit_card,independent,pref_plus,0,0,0,0.4783863513476553,40,0.7739058230519257,0,0,7,2,337063,0
term_20,quarterly,ach,captive,preferred,1,1,0,0.4630432188471689,68,0.40042499404807724,1,45,17,0,180355,0
term_20,monthly,credit_card,captive,standard,1,1,0,0.492696919414081,27,0.4130043412683315,1,81,18,6,197525,1
term_10,quarterly,ach,online,preferred,0,1,0,0.07604281045099875,26,0.5902171605983146,0,0,7,3,282183,1
ul,monthly,check,captive,standard,1,1,1,0.4792937094747728,32,0.5799758082252108,0,0,16,5,202140,1
term_20,monthly,credit_card,captive,standard,1,1,0,0.5964550019282555,43,0.6034764927273176,0,0,9,0,429426,1
whole_life,semiannual,ach,captive,standard,0,1,0,0.4408633848424881,61,0.5358101351151229,0,0,15,0,230918,0
term_10,semiannual,credit_card,online,preferred,1,1,0,0.6747019604044853,41,0.6334494479251112,0,0,6,6,300652,0
iul,monthly,ach,online,preferred,0,1,1,0.6813772212435537,38,0.14026657983542135,1,30,11,1,126440,0
term_10,monthly,ach,captive,preferred,0,1,0,0.34922028043007786,62,0.7184545361988512,0,0,12,2,200697,1
term_10,monthly,ach,captive,standard,0,1,0,0.5383578648555524,32,0.864939454746287,0,0,11,0,239527,1
ul,annual,credit_card,independent,standard,1,1,1,0.45855127361552805,38,0.5004508469566411,0,0,14,3,329745,0
iul,quarterly,credit_card,captive,standard,1,1,1,0.04429346507551779,32,0.6364240790453534,1,67,7,0,163902,1
term_10,annual,credit_card,online,standard,1,1,1,0.4125626671072297,25,0.9025204412642245,1,42,8,4,345954,1
term_20,monthly,ach,online,preferred,0,1,0,0.2438198254021525,49,0.6060234905471692,1,116,16,0,260186,0
whole_life,monthly,credit_card,independent,pref_plus,0,1,0,0.47679790545754935,68,0.6549766743804031,1,50,9,2,276195,1
ul,monthly,credit_card,captive,preferred,0,1,0,0.5865501134459293,32,0.93150627484259,0,0,9,9,190372,1
term_20,monthly,credit_card,independent,pref_plus,1,1,1,0.4064763369618878,23,0.9665570841707247,0,0,6,4,172786,0
term_20,quarterly,ach,online,pref_plus,0,0,1,0.26999307128362227,66,0.4090622293413748,0,0,9,1,75809,0
whole_life,monthly,ach,captive,preferred,1,1,0,0.49679325334125335,25,0.5259312160255073,0,0,5,6,273974,0
whole_life,annual,credit_card,independent,standard,0,1,0,0.9387410892278292,22,0.7608460438078268,0,0,16,0,300180,1
ul,monthly,ach,captive,pref_plus,0,1,0,0.01554135900332515,56,0.6894806956842893,1,58,9,0,221048,1
term_20,monthly,ach,online,pref_plus,0,1,0,0.49656101671120867,27,0.7270875286836112,0,0,5,1,123319,1
term_10,monthly,ach,independent,pref_plus,1,1,0,0.3412431098998606,69,0.12811840444158273,0,0,10,7,205510,1
iul,quarterly,ach,captive,preferred,0,1,0,0.3647835813025514,41,0.2483018966799519,0,0,3,7,279848,0
ul,monthly,ach,captive,preferred,0,0,0,0.42906197079580954,53,0.9211587206949884,0,0,6,1,264722,1
ul,monthly,ach,captive,pref_plus,1,1,0,0.38118867444140875,30,0.7392972664547484,0,0,20,1,303757,1
term_10,semiannual,credit_card,captive,preferred,1,1,0,0.5703607776547306,30,0.6636555331812075,1,18,5,4,120607,0
term_10,semiannual,check,online,substandard,1,1,0,0.40164195476477393,58,0.3763878315292354,0,0,11,12,217599,1
whole_life,monthly,ach,captive,preferred,0,0,1,0.017624929009163293,45,0.5253021549769171,1,23,25,2,241986,1
term_10,quarterly,ach,online,preferred,1,1,0,0.7059338658923844,65,0.7025373811521587,1,71,13,8,300651,1
iul,semiannual,credit_card,captive,preferred,0,1,1,0.6758557011498962,66,0.351045251034967,0,0,8,3,201729,1
term_20,semiannual,ach,independent,preferred,0,0,0,0.3286484634973166,50,0.47305427617546514,0,0,0,6,292792,1
whole_life,semiannual,check,online,standard,0,1,0,0.4599543869993524,59,0.6675721257026905,0,0,13,7,174049,0
ul,quarterly,credit_card,independent,preferred,0,1,1,0.6935178154567474,62,0.7061536599261969,1,44,7,3,267359,0
term_20,monthly,ach,independent,standard,0,0,0,0.6566327693061595,49,0.5058512642035176,1,2,15,2,226542,1
term_20,semiannual,ach,online,substandard,0,1,0,0.7214738389356921,60,0.7768082184632132,0,0,7,2,221879,0
whole_life,monthly,ach,independent,standard,1,1,0,0.52489550101769,21,0.7709599392294357,0,0,13,4,443051,0
term_20,quarterly,credit_card,independent,preferred,1,1,0,0.60390671320493,27,0.27730440687162655,1,75,20,7,223368,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.7317536583633051,43,0.8948338716805153,0,0,16,8,216175,0
whole_life,semiannual,credit_card,captive,preferred,0,0,0,0.3813428553320389,23,0.809954837381622,0,0,4,7,136028,1
iul,monthly,credit_card,captive,standard,0,0,1,0.5381243362033401,43,0.6371823681457648,1,38,12,1,329207,0
term_20,monthly,credit_card,independent,pref_plus,0,0,0,0.020681973384676755,51,0.5752860575257795,1,109,17,0,206511,1
term_10,quarterly,credit_card,independent,standard,0,1,1,0.13403182090123616,38,0.7420817765606802,1,44,2,0,247437,1
term_20,annual,ach,independent,preferred,1,1,0,0.5499966931063499,69,0.6960693883706021,1,111,22,3,182457,0
term_20,quarterly,ach,online,preferred,0,1,1,0.5805325740674506,63,0.5511205166805072,1,116,12,6,283258,0
term_10,semiannual,credit_card,captive,preferred,0,1,0,0.3725430644048508,61,0.8891287788603182,0,0,15,0,324586,0
term_10,monthly,ach,online,preferred,1,1,1,0.3287174126688899,55,0.22115370353384622,0,0,9,2,354691,0
whole_life,annual,ach,captive,standard,1,1,0,0.37888645258221576,50,0.48031931719466764,0,0,12,5,240671,0
term_20,monthly,ach,captive,standard,1,1,0,0.4883738853378856,53,0.6806001269454004,1,17,6,1,202524,0
iul,monthly,ach,independent,preferred,1,1,0,0.0,25,0.5906212800388306,1,42,21,2,197314,0
term_10,monthly,credit_card,captive,pref_plus,1,1,0,0.5431237511011424,66,0.7259262795563449,1,58,22,7,251412,0
term_10,monthly,ach,independent,standard,1,1,0,0.45648164396484747,58,0.34896480232935423,0,0,24,3,270291,0
ul,annual,credit_card,independent,preferred,1,1,0,0.49948584574803345,34,0.5542003889654626,0,0,1,0,293542,0
ul,monthly,check,independent,standard,0,1,0,0.42525411309629496,54,0.8070663148460959,0,0,13,3,182253,1
term_20,semiannual,ach,captive,preferred,0,1,1,0.17338259681738322,40,0.3311328103033111,1,42,14,4,260752,1
term_10,monthly,credit_card,captive,standard,0,0,0,0.23036095527129588,66,0.5567157618498354,1,47,7,13,168458,0
term_10,monthly,ach,captive,standard,0,0,0,0.7546971436909382,46,0.5044526689617657,1,70,14,9,239640,1
term_20,annual,ach,captive,pref_plus,1,1,0,0.3214750394563886,55,0.6654054125937212,0,0,3,15,361649,1
term_20,monthly,ach,captive,preferred,1,1,0,0.6115629778844939,29,0.6707569741400364,0,0,20,0,231758,0
term_20,annual,ach,captive,preferred,0,1,0,0.2335270830151246,25,0.6174777970141272,0,0,2,8,179239,1
term_10,semiannual,ach,independent,pref_plus,1,1,0,0.44700079380186925,65,0.5478262595506204,0,0,13,9,278040,1
term_20,monthly,ach,online,standard,0,1,0,0.36186339292098174,50,0.6113881774692582,0,0,16,3,321556,0
iul,quarterly,ach,independent,preferred,0,0,0,0.3925003953585406,53,0.5703629141051537,1,34,8,1,188496,1
whole_life,monthly,ach,captive,pref_plus,0,1,0,0.3819994058229824,40,0.5941566912741543,1,5,20,5,141599,0
term_20,monthly,credit_card,independent,standard,0,0,1,0.7387843391814397,51,0.8622540788718938,1,46,1,1,185041,1
term_10,monthly,ach,captive,standard,0,0,1,0.835497269766428,41,0.3835935638788228,0,0,11,0,214824,1
term_20,quarterly,credit_card,captive,preferred,1,1,0,0.49752603614935176,51,0.6614981586232441,0,0,1,0,371451,0
term_20,semiannual,check,captive,standard,0,0,1,0.3674603246719971,51,0.43041970496081794,0,0,7,0,137676,0
ul,monthly,credit_card,online,pref_plus,1,1,1,0.1841545069540177,31,0.9518985436863471,0,0,9,3,114465,0
ul,semiannual,credit_card,independent,standard,1,1,1,0.170386037765495,64,0.6160341018404546,0,0,8,5,271753,0
iul,monthly,credit_card,captive,preferred,1,1,0,0.7398712729060906,67,0.37178282532606344,0,0,19,0,193056,0
iul,quarterly,credit_card,independent,standard,1,1,0,0.15628089061380362,57,0.5582555907344019,1,22,4,4,170686,1
iul,quarterly,check,online,preferred,1,1,0,0.3619325825824501,21,0.3373948203768889,1,86,2,4,301977,0
iul,monthly,check,captive,preferred,0,1,0,0.4810614636223277,21,0.4860183373217134,1,43,9,4,257294,0
term_10,monthly,ach,independent,standard,1,1,1,0.0,60,0.71083540945361,0,0,12,5,330426,1
term_10,monthly,credit_card,captive,pref_plus,1,1,0,0.19988110081529153,27,0.8450227587555574,0,0,15,3,308762,1
term_20,monthly,credit_card,captive,preferred,0,1,1,0.1823147493517953,68,0.7945234746558326,0,0,18,8,153343,1
term_20,quarterly,ach,independent,preferred,1,1,0,0.3168589104129486,38,0.5811222393951946,1,56,0,5,115659,1
term_10,quarterly,ach,captive,standard,1,1,1,0.5017365747492566,28,0.7026100068446767,0,0,22,0,339529,0
ul,annual,credit_card,independent,pref_plus,0,1,0,0.655555393876424,54,0.7455311446884354,0,0,7,10,240056,1
whole_life,monthly,credit_card,captive,standard,1,1,0,0.31728893566725513,54,1.0,0,0,10,0,491181,1
term_20,quarterly,ach,independent,preferred,1,1,0,0.3576680493623441,51,0.4912844494187242,0,0,12,2,327360,1
term_10,monthly,ach,independent,standard,0,1,1,0.4260837850379545,58,0.8716903975808167,0,0,0,13,359698,0
term_20,semiannual,ach,independent,substandard,0,1,0,0.28889264799003683,45,0.40343301519851293,0,0,9,4,174455,1
term_10,monthly,credit_card,independent,preferred,1,1,0,0.5335619723365694,35,0.8123886699018283,0,0,17,0,243296,0
ul,monthly,check,independent,standard,1,1,1,0.5397387937661231,41,0.48828210524817417,1,112,15,4,314694,0
term_20,monthly,credit_card,captive,preferred,0,0,1,0.0,51,0.4769283745160436,0,0,8,5,243265,1
whole_life,annual,ach,captive,pref_plus,0,1,0,0.5778847181634585,59,0.5487630762790868,0,0,13,3,254480,1
term_20,monthly,ach,independent,standard,0,1,0,0.475441302640926,41,0.4603211396272903,1,13,14,0,269475,0
term_20,semiannual,credit_card,captive,standard,0,1,0,0.5017537225127527,24,0.6766899079232256,1,34,10,0,192084,1
term_20,quarterly,credit_card,captive,standard,0,0,0,0.6859189860445266,40,0.820777495591978,0,0,14,0,179322,0
ul,semiannual,ach,online,substandard,1,1,0,0.09274098197380348,49,0.21991890754653814,1,91,7,0,235337,1
ul,quarterly,ach,captive,preferred,1,1,0,0.19890176536388665,58,0.5685715695181099,0,0,6,8,216836,1
term_10,monthly,ach,captive,standard,1,1,1,0.4359521704522334,60,0.40441892050357164,1,84,10,0,179797,1
iul,semiannual,credit_card,online,preferred,0,0,0,0.0,59,0.7629148379470391,1,17,0,3,239858,1
term_10,quarterly,credit_card,independent,substandard,0,1,0,0.40766983596508044,33,0.8556724905298826,0,0,16,8,145526,1
ul,monthly,ach,independent,standard,0,0,2,0.6192130626484229,21,0.5685643818967421,0,0,12,5,310992,1
term_10,monthly,check,captive,preferred,1,1,1,0.5293277647318811,30,0.4734052539221,0,0,10,8,297170,1
term_20,monthly,credit_card,captive,standard,0,0,0,0.46579881675626467,25,0.3092632803186231,1,44,16,0,304694,1
ul,monthly,check,independent,standard,1,1,0,0.4034552340179183,53,0.9507822086436706,1,54,14,5,182908,1
term_10,semiannual,ach,captive,substandard,1,1,1,0.36442591623241455,33,0.837407450834511,0,0,18,7,172772,1
term_20,monthly,ach,independent,standard,0,0,0,0.35290396584893413,28,0.24386852038829326,0,0,21,6,355702,0
term_20,annual,check,captive,standard,1,1,0,0.49574467575402403,46,0.717985347811978,1,13,13,6,234345,1
term_10,quarterly,check,captive,preferred,0,0,1,0.13982147891963626,44,0.3998156752359337,0,0,7,0,295609,1
whole_life,annual,check,captive,preferred,0,1,2,0.7426230894350545,55,0.5084652058675384,0,0,16,5,157800,0
ul,monthly,credit_card,captive,standard,0,1,1,0.3024721590303187,66,0.3752743615348061,0,0,7,4,227132,0
ul,quarterly,ach,captive,pref_plus,0,1,0,0.5615357708608884,24,0.23985671624887828,0,0,7,2,345344,0
term_20,monthly,ach,independent,pref_plus,1,1,0,0.46607260418088725,23,0.5917945038277687,0,0,10,0,260692,1
term_20,quarterly,ach,independent,substandard,1,1,0,0.2192721167199458,60,0.941174245833069,1,22,18,4,230016,1
term_10,quarterly,check,captive,substandard,0,1,0,0.70853296944021,65,0.43331359897393545,0,0,16,0,295309,0
term_10,quarterly,ach,independent,substandard,0,1,0,0.6662926332231573,36,0.7604372084695884,0,0,17,1,275282,0
term_10,annual,credit_card,captive,pref_plus,0,1,1,0.13586748048487168,29,0.7886928144970724,1,45,12,6,416760,0
iul,quarterly,check,captive,preferred,1,1,0,0.43528591638617403,34,0.7299149832387813,0,0,15,7,253270,1
ul,monthly,check,independent,substandard,0,1,0,0.49147327381059414,44,0.9593623236311271,1,89,15,4,301803,0
ul,monthly,check,independent,pref_plus,1,1,0,0.035732537564420574,20,0.7719372788626825,1,33,7,1,239213,1
term_20,annual,credit_card,independent,preferred,0,1,1,0.025891063970780337,26,0.9248378856520371,0,0,15,0,170902,1
term_20,monthly,ach,captive,preferred,0,0,1,0.28326748962954235,21,0.3935280341920957,1,102,11,0,283744,0
term_20,quarterly,check,captive,standard,1,1,0,0.1873557745875839,55,0.7341644360153963,1,25,9,8,132694,0
term_20,annual,ach,independent,preferred,0,1,0,0.24129538059969438,42,0.8719618758831724,0,0,9,3,328926,0
term_20,semiannual,ach,independent,preferred,0,1,1,0.18738915168193648,69,0.4610395519908533,1,41,8,2,144664,1
term_10,quarterly,check,independent,preferred,0,1,0,0.4255212475082171,42,0.0,0,0,10,3,179164,1
term_10,quarterly,credit_card,online,pref_plus,0,0,1,0.2715447756643386,35,0.371879505823282,1,38,11,5,172487,1
iul,monthly,ach,captive,standard,0,1,1,0.6727932710886186,35,0.469541545381717,1,70,15,0,299672,1
term_20,semiannual,ach,independent,standard,0,1,1,0.48605405466357654,66,0.7010127205030161,1,97,21,1,160430,1
iul,monthly,ach,independent,standard,1,1,0,0.6088626476772503,29,0.49804172949433645,0,0,15,5,290752,1
term_10,quarterly,check,captive,preferred,0,0,1,0.11234648499314215,56,0.60056164719338,1,118,12,3,196104,1
term_20,monthly,credit_card,captive,preferred,1,1,1,0.3243552671618992,63,0.4912200340319467,0,0,0,7,240636,0
term_10,monthly,ach,independent,pref_plus,0,1,0,0.47724322297089433,68,0.5768624232093837,1,37,26,6,207063,1
term_20,quarterly,credit_card,captive,substandard,0,1,1,0.5405957038639153,24,0.5880795658759443,0,0,7,0,436163,1
term_10,annual,credit_card,independent,preferred,0,1,0,0.3204608069051598,53,0.4861720897863755,0,0,7,0,116888,1
term_10,monthly,check,independent,preferred,0,0,0,0.349774023159707,60,0.747825752428603,1,1,19,3,289166,0
iul,monthly,ach,captive,preferred,1,1,0,0.37169216308601716,54,0.848456721849674,0,0,5,0,249233,0
term_20,monthly,credit_card,captive,substandard,0,1,0,0.39042729067366966,62,0.3932032470124427,1,90,14,5,187622,0
whole_life,semiannual,ach,independent,standard,0,1,0,0.8828394613014228,67,0.6391168800187829,0,0,9,9,281583,0
term_20,monthly,ach,captive,pref_plus,0,0,2,0.5126485975242058,64,0.3426846805750309,0,0,10,0,173165,1
term_20,quarterly,ach,independent,standard,0,1,1,0.4579750666934154,56,0.2845095099560706,1,52,12,5,164103,0
term_20,semiannual,ach,captive,preferred,0,0,0,0.19819830569941732,29,0.7865775478926456,1,67,4,6,158274,1
